grade,track,subject,book,chapter,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_type,source_year
دوازدهم,ریاضی,شیمی,شیمی دوازدهم,کنکورمحور,سبک کنکور 1402,,سخت,در یک واکنش اکسایش-کاهش، گونه‌ای که الکترون می‌گیرد چه نام دارد؟,عامل کاهنده,عامل اکسنده,محصول خنثی,کاتالیزگر,B,گونه‌ای که الکترون می‌گیرد کاهش می‌یابد و عامل اکسنده است.,سؤال تألیفی هم‌سبک کنکور 1402,konkur_style,1402
دوازدهم,ریاضی,شیمی,شیمی دوازدهم,کنکورمحور,سبک کنکور 1403,,سخت,در یک واکنش اکسایش-کاهش، گونه‌ای که الکترون می‌گیرد چه نام دارد؟,عامل کاهنده,عامل اکسنده,محصول خنثی,کاتالیزگر,B,گونه‌ای که الکترون می‌گیرد کاهش می‌یابد و عامل اکسنده است.,سؤال تألیفی هم‌سبک کنکور 1403,konkur_style,1403
دوازدهم,ریاضی,شیمی,شیمی دوازدهم,کنکورمحور,سبک کنکور 1404,,سخت,در یک واکنش اکسایش-کاهش، گونه‌ای که الکترون می‌گیرد چه نام دارد؟,عامل کاهنده,عامل اکسنده,محصول خنثی,کاتالیزگر,B,گونه‌ای که الکترون می‌گیرد کاهش می‌یابد و عامل اکسنده است.,سؤال تألیفی هم‌سبک کنکور 1404,konkur_style,1404
دوازدهم,ریاضی,شیمی,شیمی دوازدهم,کنکورمحور,سبک کنکور 1405,,سخت,در یک واکنش اکسایش-کاهش، گونه‌ای که الکترون می‌گیرد چه نام دارد؟,عامل کاهنده,عامل اکسنده,محصول خنثی,کاتالیزگر,B,گونه‌ای که الکترون می‌گیرد کاهش می‌یابد و عامل اکسنده است.,سؤال تألیفی هم‌سبک کنکور 1405,konkur_style,1405
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1400,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1400,konkur_style,1400
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1401,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1401,konkur_style,1401
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1402,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1402,konkur_style,1402
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1403,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1403,konkur_style,1403
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1404,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1404,konkur_style,1404
دوازدهم,انسانی,ریاضی و آمار,ریاضی و آمار دوازدهم,کنکورمحور,سبک کنکور 1405,,سخت,اگر میانگین سه عدد 12 باشد، مجموع آن سه عدد چند است؟,12,24,36,48,C,مجموع=میانگین×تعداد=12×3=36.,سؤال تألیفی هم‌سبک کنکور 1405,konkur_style,1405
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1400,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1400,konkur_style,1400
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1401,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1401,konkur_style,1401
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1402,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1402,konkur_style,1402
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1403,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1403,konkur_style,1403
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1404,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1404,konkur_style,1404
دوازدهم,انسانی,اقتصاد,اقتصاد دوازدهم,کنکورمحور,سبک کنکور 1405,,سخت,اگر قیمت یک کالا افزایش یابد و سایر شرایط ثابت باشد، در مدل ساده تقاضا چه تغییری می‌کند؟,افزایش,کاهش,همیشه ثابت,دو برابر,B,طبق قانون تقاضا، با افزایش قیمت مقدار تقاضا معمولاً کاهش می‌یابد.,سؤال تألیفی هم‌سبک کنکور 1405,konkur_style,1405
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1400,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1400,konkur_style,1400
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1401,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1401,konkur_style,1401
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1402,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1402,konkur_style,1402
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1403,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1403,konkur_style,1403
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1404,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1404,konkur_style,1404
دوازدهم,انسانی,جامعه‌شناسی,جامعه‌شناسی دوازدهم,کنکورمحور,سبک کنکور 1405,,سخت,کدام مورد نمونه‌ای از هنجار اجتماعی است؟,قانون فیزیک,رعایت نوبت در صف,جرم اتمی,دمای جوش آب,B,هنجارها قواعد و انتظارات رفتاری جامعه‌اند.,سؤال تألیفی هم‌سبک کنکور 1405,konkur_style,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 1,سلامت جسم,,متوسط,کدام عامل در سلامت جسم نقش مستقیم دارد؟,فعالیت بدنی منظم,کم‌خوابی مداوم,کم‌تحرکی,مصرف بی‌رویه قند,A,فعالیت بدنی منظم از عوامل مهم سلامت جسم است.,ترنم همدلی,original,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 2,تغذیه,,متوسط,کدام گزینه منبع مناسب پروتئین است؟,تخم‌مرغ,نوشابه,شکر,نمک,A,تخم‌مرغ منبع پروتئین است.,ترنم همدلی,original,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 3,خواب,,متوسط,خواب کافی چه اثری دارد؟,بهبود توجه و یادگیری,کاهش تمرکز,افزایش خستگی,اختلال حافظه,A,خواب کافی به عملکرد شناختی کمک می‌کند.,ترنم همدلی,original,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 4,سلامت روان,,متوسط,کدام رفتار برای مدیریت استرس مناسب‌تر است؟,برنامه‌ریزی و فعالیت بدنی,حذف خواب,انزوا,مصرف خودسرانه دارو,A,برنامه‌ریزی و فعالیت بدنی از راهکارهای سالم مدیریت استرس‌اند.,ترنم همدلی,original,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 5,پیشگیری,,متوسط,کدام مورد از اصول پیشگیری است؟,رعایت بهداشت و واکسیناسیون مناسب,نادیده گرفتن علائم,خوددرمانی دائمی,حذف مراجعه پزشکی,A,پیشگیری شامل رفتارهای بهداشتی و واکسیناسیون مناسب است.,ترنم همدلی,original,1405
دهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 6,مواد و دخانیات,,متوسط,مصرف دخانیات چه اثری می‌تواند داشته باشد؟,افزایش خطر بیماری‌ها,تقویت قطعی سلامت,افزایش ظرفیت ریه,کاهش همه خطرها,A,دخانیات خطر بیماری‌های مختلف را افزایش می‌دهد.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 1,هویت,,متوسط,هویت اجتماعی به چه چیزی مربوط است؟,تعلق‌ها و نقش‌های اجتماعی,فقط ویژگی جسمی,فقط نمره مدرسه,فقط درآمد,A,هویت اجتماعی با تعلقات و نقش‌های فرد مرتبط است.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 2,ارزش‌ها,,متوسط,ارزش اجتماعی چیست؟,باور درباره مطلوب و مهم بودن امور,یک قانون فیزیک,واحد اندازه‌گیری,نوع غذا,A,ارزش‌ها درباره مطلوبیت و اهمیت امور داوری ایجاد می‌کنند.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 3,نقش اجتماعی,,متوسط,نقش اجتماعی چیست؟,انتظارات رفتاری مرتبط با یک جایگاه,قد فرد,نام خانوادگی,محل تولد,A,نقش مجموعه انتظارات رفتاری از یک جایگاه است.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 4,عضویت گروهی,,متوسط,عضویت در گروه چه اثری می‌تواند داشته باشد؟,شکل‌گیری احساس تعلق,حذف کامل هویت فردی,بی‌اثر بودن همیشگی,قطع ارتباط,A,گروه‌ها می‌توانند احساس تعلق و هویت اجتماعی را شکل دهند.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 5,مسئولیت اجتماعی,,متوسط,نمونه مسئولیت اجتماعی کدام است؟,رعایت حقوق دیگران,تخریب اموال عمومی,بی‌توجهی به قانون,انتشار شایعه,A,مسئولیت اجتماعی با رعایت حقوق و منافع عمومی مرتبط است.,ترنم همدلی,original,1405
دهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 6,رسانه,,متوسط,رسانه‌ها چگونه می‌توانند بر هویت اثر بگذارند؟,با انتقال الگوها و ارزش‌ها,فقط با تغییر دما,بدون هیچ اثر ممکن,فقط با کاهش جمعیت,A,رسانه‌ها در انتقال الگوها، ارزش‌ها و سبک زندگی نقش دارند.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 1,سلامت جسم,,متوسط,کدام عامل در سلامت جسم نقش مستقیم دارد؟,فعالیت بدنی منظم,کم‌خوابی مداوم,کم‌تحرکی,مصرف بی‌رویه قند,A,فعالیت بدنی منظم از عوامل مهم سلامت جسم است.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 2,تغذیه,,متوسط,کدام گزینه منبع مناسب پروتئین است؟,تخم‌مرغ,نوشابه,شکر,نمک,A,تخم‌مرغ منبع پروتئین است.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 3,خواب,,متوسط,خواب کافی چه اثری دارد؟,بهبود توجه و یادگیری,کاهش تمرکز,افزایش خستگی,اختلال حافظه,A,خواب کافی به عملکرد شناختی کمک می‌کند.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 4,سلامت روان,,متوسط,کدام رفتار برای مدیریت استرس مناسب‌تر است؟,برنامه‌ریزی و فعالیت بدنی,حذف خواب,انزوا,مصرف خودسرانه دارو,A,برنامه‌ریزی و فعالیت بدنی از راهکارهای سالم مدیریت استرس‌اند.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 5,پیشگیری,,متوسط,کدام مورد از اصول پیشگیری است؟,رعایت بهداشت و واکسیناسیون مناسب,نادیده گرفتن علائم,خوددرمانی دائمی,حذف مراجعه پزشکی,A,پیشگیری شامل رفتارهای بهداشتی و واکسیناسیون مناسب است.,ترنم همدلی,original,1405
دهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 6,مواد و دخانیات,,متوسط,مصرف دخانیات چه اثری می‌تواند داشته باشد؟,افزایش خطر بیماری‌ها,تقویت قطعی سلامت,افزایش ظرفیت ریه,کاهش همه خطرها,A,دخانیات خطر بیماری‌های مختلف را افزایش می‌دهد.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 1,هویت,,متوسط,هویت اجتماعی به چه چیزی مربوط است؟,تعلق‌ها و نقش‌های اجتماعی,فقط ویژگی جسمی,فقط نمره مدرسه,فقط درآمد,A,هویت اجتماعی با تعلقات و نقش‌های فرد مرتبط است.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 2,ارزش‌ها,,متوسط,ارزش اجتماعی چیست؟,باور درباره مطلوب و مهم بودن امور,یک قانون فیزیک,واحد اندازه‌گیری,نوع غذا,A,ارزش‌ها درباره مطلوبیت و اهمیت امور داوری ایجاد می‌کنند.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 3,نقش اجتماعی,,متوسط,نقش اجتماعی چیست؟,انتظارات رفتاری مرتبط با یک جایگاه,قد فرد,نام خانوادگی,محل تولد,A,نقش مجموعه انتظارات رفتاری از یک جایگاه است.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 4,عضویت گروهی,,متوسط,عضویت در گروه چه اثری می‌تواند داشته باشد؟,شکل‌گیری احساس تعلق,حذف کامل هویت فردی,بی‌اثر بودن همیشگی,قطع ارتباط,A,گروه‌ها می‌توانند احساس تعلق و هویت اجتماعی را شکل دهند.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 5,مسئولیت اجتماعی,,متوسط,نمونه مسئولیت اجتماعی کدام است؟,رعایت حقوق دیگران,تخریب اموال عمومی,بی‌توجهی به قانون,انتشار شایعه,A,مسئولیت اجتماعی با رعایت حقوق و منافع عمومی مرتبط است.,ترنم همدلی,original,1405
دهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 6,رسانه,,متوسط,رسانه‌ها چگونه می‌توانند بر هویت اثر بگذارند؟,با انتقال الگوها و ارزش‌ها,فقط با تغییر دما,بدون هیچ اثر ممکن,فقط با کاهش جمعیت,A,رسانه‌ها در انتقال الگوها، ارزش‌ها و سبک زندگی نقش دارند.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 1,سلامت جسم,,متوسط,کدام عامل در سلامت جسم نقش مستقیم دارد؟,فعالیت بدنی منظم,کم‌خوابی مداوم,کم‌تحرکی,مصرف بی‌رویه قند,A,فعالیت بدنی منظم از عوامل مهم سلامت جسم است.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 2,تغذیه,,متوسط,کدام گزینه منبع مناسب پروتئین است؟,تخم‌مرغ,نوشابه,شکر,نمک,A,تخم‌مرغ منبع پروتئین است.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 3,خواب,,متوسط,خواب کافی چه اثری دارد؟,بهبود توجه و یادگیری,کاهش تمرکز,افزایش خستگی,اختلال حافظه,A,خواب کافی به عملکرد شناختی کمک می‌کند.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 4,سلامت روان,,متوسط,کدام رفتار برای مدیریت استرس مناسب‌تر است؟,برنامه‌ریزی و فعالیت بدنی,حذف خواب,انزوا,مصرف خودسرانه دارو,A,برنامه‌ریزی و فعالیت بدنی از راهکارهای سالم مدیریت استرس‌اند.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 5,پیشگیری,,متوسط,کدام مورد از اصول پیشگیری است؟,رعایت بهداشت و واکسیناسیون مناسب,نادیده گرفتن علائم,خوددرمانی دائمی,حذف مراجعه پزشکی,A,پیشگیری شامل رفتارهای بهداشتی و واکسیناسیون مناسب است.,ترنم همدلی,original,1405
دهم,انسانی,سلامت و بهداشت,سلامت و بهداشت,بخش 6,مواد و دخانیات,,متوسط,مصرف دخانیات چه اثری می‌تواند داشته باشد؟,افزایش خطر بیماری‌ها,تقویت قطعی سلامت,افزایش ظرفیت ریه,کاهش همه خطرها,A,دخانیات خطر بیماری‌های مختلف را افزایش می‌دهد.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 1,هویت,,متوسط,هویت اجتماعی به چه چیزی مربوط است؟,تعلق‌ها و نقش‌های اجتماعی,فقط ویژگی جسمی,فقط نمره مدرسه,فقط درآمد,A,هویت اجتماعی با تعلقات و نقش‌های فرد مرتبط است.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 2,ارزش‌ها,,متوسط,ارزش اجتماعی چیست؟,باور درباره مطلوب و مهم بودن امور,یک قانون فیزیک,واحد اندازه‌گیری,نوع غذا,A,ارزش‌ها درباره مطلوبیت و اهمیت امور داوری ایجاد می‌کنند.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 3,نقش اجتماعی,,متوسط,نقش اجتماعی چیست؟,انتظارات رفتاری مرتبط با یک جایگاه,قد فرد,نام خانوادگی,محل تولد,A,نقش مجموعه انتظارات رفتاری از یک جایگاه است.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 4,عضویت گروهی,,متوسط,عضویت در گروه چه اثری می‌تواند داشته باشد؟,شکل‌گیری احساس تعلق,حذف کامل هویت فردی,بی‌اثر بودن همیشگی,قطع ارتباط,A,گروه‌ها می‌توانند احساس تعلق و هویت اجتماعی را شکل دهند.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 5,مسئولیت اجتماعی,,متوسط,نمونه مسئولیت اجتماعی کدام است؟,رعایت حقوق دیگران,تخریب اموال عمومی,بی‌توجهی به قانون,انتشار شایعه,A,مسئولیت اجتماعی با رعایت حقوق و منافع عمومی مرتبط است.,ترنم همدلی,original,1405
دهم,انسانی,هویت اجتماعی,هویت اجتماعی,بخش 6,رسانه,,متوسط,رسانه‌ها چگونه می‌توانند بر هویت اثر بگذارند؟,با انتقال الگوها و ارزش‌ها,فقط با تغییر دما,بدون هیچ اثر ممکن,فقط با کاهش جمعیت,A,رسانه‌ها در انتقال الگوها، ارزش‌ها و سبک زندگی نقش دارند.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 1,سلامت جسم,,متوسط,کدام عامل در سلامت جسم نقش مستقیم دارد؟,فعالیت بدنی منظم,کم‌خوابی مداوم,کم‌تحرکی,مصرف بی‌رویه قند,A,فعالیت بدنی منظم از عوامل مهم سلامت جسم است.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 2,تغذیه,,متوسط,کدام گزینه منبع مناسب پروتئین است؟,تخم‌مرغ,نوشابه,شکر,نمک,A,تخم‌مرغ منبع پروتئین است.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 3,خواب,,متوسط,خواب کافی چه اثری دارد؟,بهبود توجه و یادگیری,کاهش تمرکز,افزایش خستگی,اختلال حافظه,A,خواب کافی به عملکرد شناختی کمک می‌کند.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 4,سلامت روان,,متوسط,کدام رفتار برای مدیریت استرس مناسب‌تر است؟,برنامه‌ریزی و فعالیت بدنی,حذف خواب,انزوا,مصرف خودسرانه دارو,A,برنامه‌ریزی و فعالیت بدنی از راهکارهای سالم مدیریت استرس‌اند.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 5,پیشگیری,,متوسط,کدام مورد از اصول پیشگیری است؟,رعایت بهداشت و واکسیناسیون مناسب,نادیده گرفتن علائم,خوددرمانی دائمی,حذف مراجعه پزشکی,A,پیشگیری شامل رفتارهای بهداشتی و واکسیناسیون مناسب است.,ترنم همدلی,original,1405
یازدهم,تجربی,سلامت و بهداشت,سلامت و بهداشت,بخش 6,مواد و دخانیات,,متوسط,مصرف دخانیات چه اثری می‌تواند داشته باشد؟,افزایش خطر بیماری‌ها,تقویت قطعی سلامت,افزایش ظرفیت ریه,کاهش همه خطرها,A,دخانیات خطر بیماری‌های مختلف را افزایش می‌دهد.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 1,هویت,,متوسط,هویت اجتماعی به چه چیزی مربوط است؟,تعلق‌ها و نقش‌های اجتماعی,فقط ویژگی جسمی,فقط نمره مدرسه,فقط درآمد,A,هویت اجتماعی با تعلقات و نقش‌های فرد مرتبط است.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 2,ارزش‌ها,,متوسط,ارزش اجتماعی چیست؟,باور درباره مطلوب و مهم بودن امور,یک قانون فیزیک,واحد اندازه‌گیری,نوع غذا,A,ارزش‌ها درباره مطلوبیت و اهمیت امور داوری ایجاد می‌کنند.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 3,نقش اجتماعی,,متوسط,نقش اجتماعی چیست؟,انتظارات رفتاری مرتبط با یک جایگاه,قد فرد,نام خانوادگی,محل تولد,A,نقش مجموعه انتظارات رفتاری از یک جایگاه است.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 4,عضویت گروهی,,متوسط,عضویت در گروه چه اثری می‌تواند داشته باشد؟,شکل‌گیری احساس تعلق,حذف کامل هویت فردی,بی‌اثر بودن همیشگی,قطع ارتباط,A,گروه‌ها می‌توانند احساس تعلق و هویت اجتماعی را شکل دهند.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 5,مسئولیت اجتماعی,,متوسط,نمونه مسئولیت اجتماعی کدام است؟,رعایت حقوق دیگران,تخریب اموال عمومی,بی‌توجهی به قانون,انتشار شایعه,A,مسئولیت اجتماعی با رعایت حقوق و منافع عمومی مرتبط است.,ترنم همدلی,original,1405
یازدهم,تجربی,هویت اجتماعی,هویت اجتماعی,بخش 6,رسانه,,متوسط,رسانه‌ها چگونه می‌توانند بر هویت اثر بگذارند؟,با انتقال الگوها و ارزش‌ها,فقط با تغییر دما,بدون هیچ اثر ممکن,فقط با کاهش جمعیت,A,رسانه‌ها در انتقال الگوها، ارزش‌ها و سبک زندگی نقش دارند.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 1,سلامت جسم,,متوسط,کدام عامل در سلامت جسم نقش مستقیم دارد؟,فعالیت بدنی منظم,کم‌خوابی مداوم,کم‌تحرکی,مصرف بی‌رویه قند,A,فعالیت بدنی منظم از عوامل مهم سلامت جسم است.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 2,تغذیه,,متوسط,کدام گزینه منبع مناسب پروتئین است؟,تخم‌مرغ,نوشابه,شکر,نمک,A,تخم‌مرغ منبع پروتئین است.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 3,خواب,,متوسط,خواب کافی چه اثری دارد؟,بهبود توجه و یادگیری,کاهش تمرکز,افزایش خستگی,اختلال حافظه,A,خواب کافی به عملکرد شناختی کمک می‌کند.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 4,سلامت روان,,متوسط,کدام رفتار برای مدیریت استرس مناسب‌تر است؟,برنامه‌ریزی و فعالیت بدنی,حذف خواب,انزوا,مصرف خودسرانه دارو,A,برنامه‌ریزی و فعالیت بدنی از راهکارهای سالم مدیریت استرس‌اند.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 5,پیشگیری,,متوسط,کدام مورد از اصول پیشگیری است؟,رعایت بهداشت و واکسیناسیون مناسب,نادیده گرفتن علائم,خوددرمانی دائمی,حذف مراجعه پزشکی,A,پیشگیری شامل رفتارهای بهداشتی و واکسیناسیون مناسب است.,ترنم همدلی,original,1405
یازدهم,ریاضی,سلامت و بهداشت,سلامت و بهداشت,بخش 6,مواد و دخانیات,,متوسط,مصرف دخانیات چه اثری می‌تواند داشته باشد؟,افزایش خطر بیماری‌ها,تقویت قطعی سلامت,افزایش ظرفیت ریه,کاهش همه خطرها,A,دخانیات خطر بیماری‌های مختلف را افزایش می‌دهد.,ترنم همدلی,original,1405
یازدهم,ریاضی,هویت اجتماعی,هویت اجتماعی,بخش 1,هویت,,متوسط,هویت اجتماعی به چه چیزی مربوط است؟,تعلق‌ها و نقش‌های اجتماعی,فقط ویژگی جسمی,فقط نمره مدرسه,فقط درآمد,A,هویت اجتماعی با تعلقات و نقش‌های فرد مرتبط است.,ترنم همدلی,original,1405
